Name,Sex,Age,10th,12th,Stream,IQ,General Test Score,Skill1,Skill2,Skill3,Skill4,Competetive Exam,Suggested Career
RITIKA,Female,20,72,92,Maths,92,71.5,Physical Fitness,Drawing,Leadership,Problem Solving,No,Software Developer
DHRUV SHARMA,Female,18,82,82,Arts,110,69.4,Creativity,Logical Thinking,Medical Knowledge,Problem Solving,No,No suitable match
PRACHIKA PANWAR,Female,18,72,83,Maths,134,78.7,Data Analysis,Art,Analytical Skills,Analytical Skills,No,Scientist/Researcher
Parul Verma,Male,20,71,79,Maths,124,60.3,Music,Mathematics,Subject Knowledge,Sculpting,No,No suitable match
DEV DIPAK GHIYA,Male,20,82,91,Commerce,99,51.5,Creativity,Classroom Management,Sculpting,Creativity,No,Teacher/Educator
YADWINDER SINGH,Male,19,76,75,Maths,102,63.0,Analytical Skills,Logical Thinking,Physical Fitness,Painting,No,Scientist/Researcher
AMAN CHANDEL,Male,18,99,88,Maths,140,72.3,Attention to Detail,Empathy,Attention to Detail,Logical Thinking,No,Artist
BHAWANA GUPTA,Male,18,88,92,Arts,114,60.3,Sports Skills,Team Management,Coding,Curriculum Development,No,No suitable match
Jhanvi choudhary,Male,17,96,78,Biology,136,62.2,Painting,Leadership,Subject Knowledge,Logical Thinking,No,Teacher/Educator
KAJAL RAGHAV,Female,19,89,98,Biology,101,80.5,Cooking,Sculpting,Creativity,Programming,Yes,No suitable match
AVIK BHATTACHARYA,Male,20,98,88,Biology,102,51.2,Coding,Team Management,Team Management,Teaching,No,Software Developer
SIMRAN,Male,19,93,97,Maths,89,93.1,Research,Problem Solving,Drawing,Curriculum Development,Yes,Scientist/Researcher
HELINA SUKRIYAL,Male,20,88,94,Commerce,136,83.3,Food Presentation,Painting,Data Analysis,Analytical Skills,Yes,No suitable match
SURAJ,Male,20,82,87,Biology,115,53.1,Classroom Management,Baking,Curriculum Development,Subject Knowledge,No,Teacher/Educator
Sumit Prasad,Female,19,83,86,Commerce,116,89.9,Drawing,Determination,Creativity,Sculpting,Yes,No suitable match
Nitu Sharma,Female,18,86,84,Arts,119,96.0,Food Presentation,Endurance,Public Speaking,Painting,Yes,Artist
SHRAVAN KHUNTI SHAMLABHAI,Female,20,72,96,Biology,86,68.0,Sports Skills,Photography,Art,Drawing,No,No suitable match
NAVYA SINGLA,Male,19,77,99,Maths,132,77.7,Classroom Management,Creativity,Critical Thinking,Data Analysis,Yes,Scientist/Researcher
GAURI THAKUR,Male,17,78,88,Maths,121,62.9,Classroom Management,Food Presentation,Problem Solving,Painting,No,Software Developer
SIMRANPRIT KAUR,Male,19,97,77,Commerce,140,67.3,Empathy,Public Speaking,Analytical Skills,Determination,No,Teacher/Educator
SHUBHANGI SHUKLA,Male,17,91,86,Maths,105,59.7,Critical Thinking,Empathy,Menu Planning,Logical Thinking,No,No suitable match
ROHIT PAL,Male,20,95,92,Commerce,131,63.1,Discipline,Drawing,Coding,Baking,No,Software Developer
SAKSHAM JAMWAL,Female,19,70,90,Arts,128,55.1,Coding,Food Presentation,Classroom Management,Cooking,No,No suitable match
SHIVANI,Male,19,70,89,Commerce,133,78.6,Critical Thinking,Logical Thinking,Data Analysis,Data Analysis,Yes,No suitable match
AJAY KUMAR,Female,17,99,86,Biology,105,71.5,Determination,Programming,Creativity,Analytical Skills,No,Scientist/Researcher
AKANKSHA RAI,Female,19,97,99,Maths,85,57.2,Drawing,Coding,Research,Critical Thinking,No,Software Developer
KARAN SINGH,Male,19,84,99,Maths,97,75.7,Team Management,Attention to Detail,Attention to Detail,Sculpting,No,Software Developer
NANDINI GOGNA,Female,20,94,81,Commerce,95,66.4,Mathematics,Music,Physical Fitness,Mathematics,No,Software Developer
RAMAN,Male,19,99,99,Biology,127,71.4,Sculpting,Photography,Research,Research,No,No suitable match
AMAR SINGH,Female,18,73,82,Maths,101,88.1,Physical Fitness,Baking,Art,Classroom Management,Yes,Teacher/Educator
VAIBHAV MATHUR,Female,17,76,86,Arts,127,70.7,Painting,Drawing,Data Analysis,Determination,No,Artist
MONIKA,Female,19,70,87,Biology,130,99.2,Critical Thinking,Data Analysis,Discipline,Empathy,Yes,Doctor
MANSI BRAHMBHATT,Male,17,73,86,Maths,83,69.1,Sculpting,Subject Knowledge,Data Analysis,Physical Fitness,No,Scientist/Researcher
KOYENA MAITY,Male,17,91,86,Biology,119,70.5,Creativity,Public Speaking,Empathy,Logical Thinking,No,Scientist/Researcher
VINAYAK RAJPUT,Male,17,97,82,Biology,82,97.7,Baking,Teaching,Problem Solving,Patient Care,Yes,Doctor
SUNIL SHARMA,Female,19,85,97,Arts,115,58.8,Classroom Management,Public Speaking,Determination,Medical Knowledge,No,Teacher/Educator
VISHAVJEET SINGH,Male,19,95,78,Arts,121,50.4,Analytical Skills,Team Management,Endurance,Discipline,No,No suitable match
GAURAV KAUSHAL,Female,17,91,81,Maths,105,56.8,Photography,Photography,Endurance,Medical Knowledge,No,No suitable match
MANJOT KAUR,Male,18,86,83,Maths,96,75.5,Patient Care,Team Management,Programming,Endurance,No,Software Developer
LALIT,Male,17,84,90,Maths,121,76.6,Drawing,Creativity,Creativity,Research,No,Scientist/Researcher
AARTI GROVER,Female,18,71,99,Maths,114,66.5,Menu Planning,Physical Fitness,Food Presentation,Sports Skills,No,No suitable match
PAYAL YADAV,Female,17,99,92,Biology,126,91.8,Determination,Drawing,Attention to Detail,Problem Solving,Yes,Doctor
RISHABH RAJ,Female,20,97,77,Biology,139,58.8,Mathematics,Photography,Logical Thinking,Food Presentation,No,Scientist/Researcher
JOYCE KHOKHAR,Male,17,87,98,Commerce,115,96.9,Subject Knowledge,Subject Knowledge,Data Analysis,Discipline,Yes,Teacher/Educator
SHRESHTHA,Female,17,85,84,Biology,98,58.2,Team Management,Endurance,Team Management,Photography,No,No suitable match
JYOTI,Male,19,98,80,Arts,117,87.2,Menu Planning,Leadership,Team Management,Curriculum Development,Yes,Teacher/Educator
HARMANJOT KAUR,Female,18,95,76,Biology,84,93.5,Sculpting,Endurance,Programming,Medical Knowledge,Yes,Doctor
TARANA JEHTA,Female,20,75,97,Maths,119,72.7,Food Presentation,Sports Skills,Data Analysis,Photography,No,Scientist/Researcher
RITESH,Male,18,96,80,Maths,118,70.7,Sculpting,Leadership,Critical Thinking,Empathy,No,No suitable match
SACHIN KUMAR GUPTA,Female,20,76,96,Biology,80,99.8,Music,Curriculum Development,Empathy,Music,Yes,Teacher/Educator
GURINDER SINGH PANESAR,Male,17,99,85,Biology,118,67.1,Teaching,Endurance,Medical Knowledge,Drawing,No,Teacher/Educator
KOMAL SHARMA,Female,19,95,84,Maths,100,94.2,Painting,Analytical Skills,Sculpting,Logical Thinking,Yes,Scientist/Researcher
VIKAS,Female,19,76,81,Biology,126,53.2,Coding,Team Management,Music,Analytical Skills,No,No suitable match
NISHANT GARLA,Male,18,83,76,Maths,140,78.9,Food Presentation,Baking,Subject Knowledge,Physical Fitness,Yes,No suitable match
ANMOL MARWAH,Male,19,86,77,Maths,96,67.1,Problem Solving,Determination,Logical Thinking,Attention to Detail,No,Software Developer
TUSHAR VASHISTH,Male,18,91,83,Commerce,114,60.2,Painting,Public Speaking,Sculpting,Patient Care,No,No suitable match
NIDHI MOHINDRA,Male,18,91,98,Maths,116,55.0,Drawing,Teaching,Programming,Programming,No,Software Developer
SHAKSHI JARYAL,Female,20,95,86,Maths,107,80.9,Determination,Attention to Detail,Curriculum Development,Curriculum Development,Yes,Teacher/Educator
PRIYA,Female,18,76,86,Commerce,114,63.2,Leadership,Leadership,Problem Solving,Curriculum Development,No,Teacher/Educator
NEHA CHAUDHARY,Male,20,70,97,Commerce,82,73.9,Drawing,Music,Endurance,Team Management,No,No suitable match
DEEPIKA ,Female,19,71,76,Biology,112,68.4,Photography,Empathy,Physical Fitness,Physical Fitness,No,Doctor
RISHAB SAINI,Male,18,76,92,Maths,97,80.6,Teaching,Attention to Detail,Drawing,Attention to Detail,Yes,Teacher/Educator
Muskan Parihar,Female,18,81,75,Biology,104,55.9,Sports Skills,Critical Thinking,Leadership,Sculpting,No,Teacher/Educator
Teena Yadav,Male,17,79,85,Maths,114,58.5,Discipline,Food Presentation,Menu Planning,Empathy,No,No suitable match
VISHALI CHIB,Male,18,73,89,Maths,109,63.8,Drawing,Coding,Empathy,Cooking,No,Software Developer
HARSIMRAN SINGH,Male,18,75,84,Maths,117,65.2,Team Management,Discipline,Research,Drawing,No,Software Developer
YUVRAJ BANSAL,Female,17,89,88,Maths,119,55.0,Analytical Skills,Mathematics,Sports Skills,Leadership,No,Scientist/Researcher
RAMANDEEP KAUR,Male,17,94,90,Commerce,109,51.5,Sculpting,Menu Planning,Endurance,Data Analysis,No,No suitable match
Shivangi Kalia,Male,19,88,85,Maths,91,86.1,Subject Knowledge,Medical Knowledge,Sculpting,Discipline,Yes,Teacher/Educator
NIVEDITA GOYAL,Male,18,75,76,Biology,88,70.2,Food Presentation,Determination,Music,Data Analysis,No,Scientist/Researcher
NEHA CHAUDHARY,Male,19,70,97,Commerce,82,73.9,Drawing,Music,Endurance,Team Management,No,Doctor
vaibhav dubey,Male,19,92,86,Biology,106,95.6,Art,Team Management,Food Presentation,Mathematics,Yes,Artist
ALEKH SINGH,Female,17,87,93,Maths,117,98.8,Sports Skills,Patient Care,Drawing,Creativity,Yes,Artist
Kartike bhatia,Female,20,85,81,Maths,132,78.0,Patient Care,Attention to Detail,Leadership,Food Presentation,Yes,No suitable match
SUMMAYA KHAN,Female,19,96,85,Biology,84,88.6,Logical Thinking,Drawing,Attention to Detail,Discipline,Yes,Scientist/Researcher
JOBANPREET SINGH,Male,20,93,76,Maths,131,75.3,Attention to Detail,Music,Classroom Management,Team Management,No,Software Developer
MAYANK PARNHOLIA,Female,18,94,81,Biology,111,73.6,Attention to Detail,Data Analysis,Data Analysis,Empathy,No,Doctor
ASHISH VERMA,Female,17,75,89,Arts,140,55.8,Team Management,Teaching,Curriculum Development,Mathematics,No,Teacher/Educator
ITHAMSETTY PRAVALLIKA,Female,18,97,76,Arts,130,75.4,Public Speaking,Music,Analytical Skills,Patient Care,No,Artist
parul,Female,18,85,85,Biology,124,66.1,Physical Fitness,Painting,Sculpting,Mathematics,No,No suitable match
AKASH,Male,17,83,81,Commerce,119,66.9,Problem Solving,Art,Painting,Problem Solving,No,No suitable match
NISSIM SINGH,Male,18,87,79,Biology,114,99.4,Sports Skills,Coding,Public Speaking,Food Presentation,Yes,Teacher/Educator
LINTLE PETUNIA MOKHUTSOANE,Male,17,92,76,Biology,111,88.7,Programming,Teaching,Subject Knowledge,Critical Thinking,Yes,Teacher/Educator
PARMPREET SINGH,Female,20,94,85,Arts,86,52.7,Baking,Public Speaking,Logical Thinking,Painting,No,Artist
HIMANI MONGA,Female,18,80,98,Biology,113,58.0,Physical Fitness,Classroom Management,Painting,Team Management,No,Teacher/Educator
SWETA CHAUDHARY,Male,17,76,89,Biology,85,55.6,Problem Solving,Public Speaking,Subject Knowledge,Food Presentation,No,Teacher/Educator
AJAY,Male,19,92,84,Biology,95,57.4,Determination,Photography,Team Management,Art,No,No suitable match
NAVNEET KAUR,Male,18,89,93,Arts,92,54.2,Problem Solving,Endurance,Analytical Skills,Curriculum Development,No,No suitable match
RAJVIR SINGH,Male,20,86,96,Arts,109,75.1,Photography,Sports Skills,Photography,Baking,No,Artist
MUKESH KUMAR CHOUDHARY,Female,17,80,92,Commerce,82,59.1,Analytical Skills,Public Speaking,Determination,Research,No,No suitable match
HASSAN ZUBEIR KOMBO,Male,18,94,90,Biology,123,50.3,Photography,Sports Skills,Logical Thinking,Attention to Detail,No,Scientist/Researcher
AKUL CHATRATH,Male,18,70,97,Biology,90,58.9,Critical Thinking,Problem Solving,Menu Planning,Determination,No,Doctor
MIR MUAVIZ SALEEM,Male,18,74,90,Arts,112,50.1,Programming,Endurance,Teaching,Curriculum Development,No,Teacher/Educator
AJAYBIR SINGH,Female,20,78,98,Maths,101,61.2,Music,Subject Knowledge,Leadership,Mathematics,No,Teacher/Educator
Rohan kumar,Male,17,73,90,Biology,86,77.6,Classroom Management,Curriculum Development,Creativity,Research,No,Teacher/Educator
LOVEJOT  SINGH,Female,19,96,96,Commerce,108,59.8,Patient Care,Sculpting,Team Management,Painting,No,No suitable match
gurpreet,Female,19,89,76,Biology,131,54.4,Analytical Skills,Team Management,Research,Photography,No,Scientist/Researcher
M BHARATH,Male,19,92,82,Maths,84,50.4,Discipline,Creativity,Classroom Management,Research,No,Scientist/Researcher
PRIYAM JISILLA MARANDI,Male,17,90,85,Maths,124,77.0,Sports Skills,Sports Skills,Classroom Management,Sculpting,Yes,Teacher/Educator
SHAILJA SHARMA,Male,19,72,91,Biology,129,61.3,Food Presentation,Photography,Determination,Leadership,No,Teacher/Educator
ARHAM SULTAN,Male,20,86,76,Commerce,91,72.7,Endurance,Curriculum Development,Cooking,Patient Care,No,Teacher/Educator
NITYAM SHARMA,Male,17,97,91,Maths,83,88.3,Subject Knowledge,Critical Thinking,Teaching,Drawing,Yes,Teacher/Educator
JAYANT SINGH GOUD,Male,18,77,82,Commerce,86,84.8,Data Analysis,Creativity,Leadership,Programming,Yes,Software Developer
YUMKHAIBAM ARCHANA DEVI,Male,20,85,98,Arts,115,50.8,Data Analysis,Discipline,Baking,Medical Knowledge,No,No suitable match
MADHVENDRA DHADWAL,Female,18,96,76,Maths,124,78.7,Determination,Cooking,Critical Thinking,Classroom Management,Yes,Teacher/Educator
DAWA ONGMU SHERPA,Female,19,71,77,Biology,108,70.7,Drawing,Attention to Detail,Curriculum Development,Medical Knowledge,No,Doctor
EBENEZER,Male,20,86,78,Commerce,100,58.5,Art,Creativity,Data Analysis,Public Speaking,No,Teacher/Educator
GAURAV RAHEJA,Female,17,97,78,Biology,118,93.0,Programming,Endurance,Coding,Cooking,Yes,No suitable match
SHIVANSHI DANGI,Female,20,80,87,Commerce,125,87.2,Music,Problem Solving,Food Presentation,Patient Care,Yes,No suitable match
GURBIR SINGH,Male,18,94,80,Maths,120,66.4,Programming,Patient Care,Medical Knowledge,Drawing,No,No suitable match
GYANESHWAR SINGH,Male,17,86,83,Biology,103,50.7,Logical Thinking,Leadership,Subject Knowledge,Sculpting,No,Teacher/Educator
VARUN SATI,Male,20,92,97,Biology,140,99.8,Photography,Medical Knowledge,Critical Thinking,Logical Thinking,Yes,Doctor
PRIYA,Female,20,88,97,Commerce,101,77.9,Physical Fitness,Photography,Patient Care,Analytical Skills,Yes,No suitable match
parul,Female,20,85,85,Biology,124,66.1,Physical Fitness,Painting,Sculpting,Mathematics,No,Doctor
NANCY ARORA,Male,20,85,93,Maths,109,61.8,Sculpting,Empathy,Public Speaking,Attention to Detail,No,Doctor
ANJNA DEVI,Male,17,83,89,Commerce,88,78.8,Cooking,Data Analysis,Art,Discipline,Yes,No suitable match
Dilshad Nagpal,Female,18,75,89,Arts,81,67.4,Menu Planning,Patient Care,Team Management,Discipline,No,No suitable match
KARTIK CHANDLA,Male,20,70,98,Biology,102,54.4,Art,Menu Planning,Art,Music,No,No suitable match
Isha Thakur,Female,17,86,97,Arts,95,77.1,Drawing,Patient Care,Team Management,Problem Solving,Yes,No suitable match
TUSHAR KALIA,Male,18,94,85,Maths,89,80.5,Leadership,Programming,Programming,Attention to Detail,Yes,Software Developer
PRINCE,Female,20,98,76,Maths,132,74.8,Cooking,Subject Knowledge,Mathematics,Subject Knowledge,No,Software Developer
KHUSHI,Male,18,95,99,Maths,106,58.2,Logical Thinking,Art,Physical Fitness,Team Management,No,Software Developer
RUPANJANA MITRA,Male,18,94,89,Biology,98,95.2,Discipline,Sculpting,Medical Knowledge,Curriculum Development,Yes,Teacher/Educator
DRISHTI UPPAL,Female,17,79,97,Maths,94,52.9,Leadership,Discipline,Photography,Critical Thinking,No,Teacher/Educator
BUDDHA PRANABH,Female,18,79,83,Arts,84,79.1,Baking,Cooking,Logical Thinking,Mathematics,Yes,No suitable match
JAGRATI SHARMA,Female,17,83,80,Maths,117,80.6,Programming,Cooking,Determination,Team Management,Yes,Software Developer
MUHAMMED RASHAD K ,Female,20,81,78,Maths,114,68.9,Teaching,Curriculum Development,Drawing,Teaching,No,Teacher/Educator
APARAJITA PATEL,Male,18,89,83,Maths,96,70.3,Public Speaking,Discipline,Public Speaking,Physical Fitness,No,Software Developer
PRIYANKA SHARMA,Male,18,81,95,Maths,94,64.5,Data Analysis,Menu Planning,Sculpting,Critical Thinking,No,Scientist/Researcher
RITIKA SHARMA,Male,19,85,96,Biology,85,60.7,Problem Solving,Food Presentation,Critical Thinking,Problem Solving,No,Doctor
Ajeet KUMAR,Female,20,99,79,Maths,132,50.6,Creativity,Mathematics,Attention to Detail,Classroom Management,No,No suitable match
PRATHAM ARORA,Female,20,92,83,Arts,87,93.6,Sports Skills,Logical Thinking,Food Presentation,Empathy,Yes,No suitable match
MANKARAN SINGH,Male,19,81,81,Maths,117,80.0,Patient Care,Determination,Analytical Skills,Sculpting,Yes,Scientist/Researcher
ANKIT ,Male,19,77,87,Biology,105,68.9,Physical Fitness,Subject Knowledge,Determination,Critical Thinking,No,No suitable match
RAVNEET KAUR,Male,17,93,91,Maths,121,59.8,Photography,Art,Sculpting,Empathy,No,No suitable match
DUSHYANT JAKHAR,Male,17,74,86,Biology,101,71.2,Team Management,Discipline,Research,Determination,No,No suitable match
KRISHNA MEHTA,Female,18,97,77,Maths,134,62.1,Analytical Skills,Determination,Attention to Detail,Sports Skills,No,Athlete
SAHIL SHARMA,Male,18,84,87,Commerce,125,69.9,Public Speaking,Art,Leadership,Menu Planning,No,Teacher/Educator
VIKAS SHARMA,Male,18,90,86,Commerce,104,88.0,Teaching,Cooking,Determination,Menu Planning,Yes,No suitable match
DEVENDER BHALARIA,Female,18,88,81,Commerce,99,54.3,Music,Music,Leadership,Programming,No,Software Developer
Abhay Singh,Female,17,71,82,Commerce,83,63.4,Determination,Team Management,Drawing,Analytical Skills,No,Software Developer
GARVIT KURL,Female,20,85,89,Maths,128,62.7,Critical Thinking,Teaching,Public Speaking,Mathematics,No,Teacher/Educator
Ankit Roy,Female,18,84,90,Biology,136,63.9,Music,Medical Knowledge,Baking,Leadership,No,Teacher/Educator
TANVEEN KAUR,Male,20,92,98,Maths,123,81.2,Food Presentation,Art,Sports Skills,Logical Thinking,Yes,Software Developer
JASHANDEEP,Female,18,95,75,Maths,100,90.8,Empathy,Attention to Detail,Analytical Skills,Medical Knowledge,Yes,Artist
KUSHAGR SONI,Male,19,98,84,Maths,80,75.1,Mathematics,Coding,Problem Solving,Data Analysis,No,Software Developer
KHUSHMEEN KAUR,Male,18,70,80,Biology,102,57.4,Music,Patient Care,Art,Menu Planning,No,Artist
ANCHIT KOUR,Male,18,93,85,Maths,128,65.0,Drawing,Endurance,Music,Classroom Management,No,No suitable match
RAMAN KUMAR,Male,18,88,75,Maths,117,54.9,Public Speaking,Food Presentation,Creativity,Coding,No,No suitable match
JATIN KUKREJA,Male,17,97,81,Maths,90,77.6,Logical Thinking,Critical Thinking,Team Management,Empathy,Yes,Software Developer
HARSH JAIN,Female,19,79,90,Biology,100,85.7,Photography,Music,Problem Solving,Empathy,Yes,Doctor
KARTIK SAINI,Male,18,79,76,Maths,112,75.7,Public Speaking,Empathy,Food Presentation,Programming,No,Software Developer
TAJINDER SINGH,Female,18,70,84,Maths,114,86.0,Cooking,Leadership,Classroom Management,Programming,Yes,Teacher/Educator
NIHARIKA THAKUR,Male,20,82,90,Arts,134,85.5,Endurance,Photography,Teaching,Creativity,Yes,Artist
DEESHUV GARG,Male,19,89,96,Maths,123,92.4,Sculpting,Research,Data Analysis,Physical Fitness,Yes,Scientist/Researcher
TSEBO PATRICIA MOSEHLE,Female,18,90,82,Maths,135,83.0,Curriculum Development,Art,Coding,Painting,Yes,No suitable match
BONGILE MATHUTHU,Female,20,72,89,Maths,111,53.1,Critical Thinking,Data Analysis,Painting,Leadership,No,Scientist/Researcher
AAKARSH AMIT,Male,20,91,80,Commerce,117,59.5,Creativity,Determination,Coding,Music,No,Software Developer
himanshi bhatia,Female,17,75,83,Maths,107,82.0,Team Management,Team Management,Attention to Detail,Baking,Yes,No suitable match
Pandravada sri venkata Rajaram akhil,Female,20,70,91,Commerce,91,77.1,Sculpting,Drawing,Curriculum Development,Leadership,No,Teacher/Educator
PARSHANT KUMAR,Female,18,99,80,Arts,128,74.2,Sculpting,Music,Problem Solving,Sculpting,No,Artist
Ashmita Saxena,Female,17,84,87,Commerce,130,84.5,Curriculum Development,Team Management,Cooking,Leadership,Yes,Teacher/Educator
RENU,Male,17,73,97,Commerce,102,53.8,Subject Knowledge,Coding,Baking,Discipline,No,Software Developer
NITESH NARWAL,Male,18,88,91,Maths,107,61.0,Teaching,Determination,Empathy,Curriculum Development,No,Teacher/Educator
Ria potan,Male,19,82,96,Arts,111,72.5,Team Management,Subject Knowledge,Leadership,Problem Solving,No,Teacher/Educator
GOODLUCK HEZRON KIGONDO,Male,20,91,92,Biology,100,92.4,Subject Knowledge,Leadership,Teaching,Attention to Detail,Yes,Teacher/Educator
HARSIMRAN KAUR,Female,17,79,81,Commerce,140,92.0,Curriculum Development,Drawing,Food Presentation,Sculpting,Yes,Chef
NAVODITA JOSEPH,Male,19,99,98,Maths,98,52.7,Data Analysis,Problem Solving,Data Analysis,Cooking,No,Scientist/Researcher
SAKSHI SAHU,Female,18,84,95,Biology,137,83.7,Teaching,Mathematics,Sports Skills,Team Management,Yes,No suitable match
AMAN KUMAR,Male,20,83,76,Arts,84,93.3,Problem Solving,Data Analysis,Endurance,Menu Planning,Yes,No suitable match
Rahul Yadav,Female,20,77,84,Biology,137,74.4,Patient Care,Drawing,Food Presentation,Menu Planning,No,No suitable match
Yogeeta,Male,17,82,92,Maths,131,67.6,Patient Care,Problem Solving,Research,Critical Thinking,No,No suitable match
ARYAN GOYAL,Male,20,86,97,Arts,93,79.6,Sports Skills,Discipline,Menu Planning,Programming,Yes,No suitable match
PRABHJOT SINGH,Female,20,90,95,Commerce,132,63.6,Analytical Skills,Music,Photography,Food Presentation,No,No suitable match
HARSHDEEP HOODA,Male,20,84,80,Arts,112,89.7,Team Management,Attention to Detail,Determination,Sports Skills,Yes,No suitable match
BISWIN THOMAS K,Male,20,70,83,Maths,120,87.2,Classroom Management,Mathematics,Menu Planning,Curriculum Development,Yes,Teacher/Educator
AMITAB BALI,Female,18,70,78,Commerce,102,67.4,Photography,Leadership,Sculpting,Art,No,Artist
NIKITA GUPTA,Male,19,91,99,Maths,90,66.6,Patient Care,Determination,Cooking,Analytical Skills,No,Scientist/Researcher
HARMAN SINGH GOGE,Female,18,98,80,Biology,103,54.5,Sculpting,Mathematics,Art,Attention to Detail,No,Chef
SPARSH AGARWAL,Female,18,74,83,Biology,99,79.3,Physical Fitness,Problem Solving,Empathy,Baking,Yes,Doctor
HARSHIT ,Male,17,97,81,Arts,136,84.6,Music,Problem Solving,Attention to Detail,Art,Yes,Artist
SUMIT SINGH,Female,20,86,98,Maths,104,92.3,Photography,Research,Music,Problem Solving,Yes,Scientist/Researcher
SHIVANSHU SHARMA,Male,18,90,92,Maths,109,59.3,Data Analysis,Menu Planning,Programming,Discipline,No,Software Developer
Hardik Wadhwa,Female,20,76,90,Commerce,90,54.8,Empathy,Food Presentation,Patient Care,Music,No,No suitable match
Kartikay Sabherwal,Male,18,76,93,Biology,84,90.4,Problem Solving,Research,Cooking,Physical Fitness,Yes,Scientist/Researcher
Tajinder,Female,18,80,89,Biology,94,66.2,Art,Teaching,Classroom Management,Music,No,Teacher/Educator
MUSKAN THAKUR,Female,17,71,94,Commerce,127,78.7,Research,Photography,Attention to Detail,Data Analysis,Yes,No suitable match
DEVARENJINI R,Male,19,92,77,Maths,110,67.9,Curriculum Development,Physical Fitness,Problem Solving,Cooking,No,Software Developer
RACHANA,Male,19,90,76,Maths,133,55.1,Baking,Cooking,Sculpting,Research,No,No suitable match
SARGAM SHARMA,Male,18,71,96,Maths,90,55.2,Photography,Patient Care,Food Presentation,Teaching,No,Teacher/Educator
Amodhni Gupta,Female,17,98,83,Arts,98,79.0,Coding,Patient Care,Mathematics,Creativity,Yes,No suitable match
ANKITA,Male,20,82,97,Biology,120,69.3,Attention to Detail,Music,Music,Painting,No,Teacher/Educator
SHIVANI SHARMA,Female,20,72,83,Maths,130,60.6,Attention to Detail,Empathy,Leadership,Attention to Detail,No,No suitable match
GURKIRAN CHOHAN,Female,18,92,97,Maths,137,83.7,Discipline,Classroom Management,Baking,Sculpting,Yes,Teacher/Educator
PARDEEP SINGH,Female,19,99,99,Biology,88,80.2,Menu Planning,Teaching,Painting,Determination,Yes,Teacher/Educator
RAJNEESH SHARMA ,Female,17,90,88,Arts,112,72.1,Cooking,Baking,Photography,Research,No,No suitable match
RAKSHAK GANJOO,Male,19,75,94,Biology,99,72.3,Medical Knowledge,Mathematics,Mathematics,Art,No,Scientist/Researcher
ARYAN GOYAL,Male,20,86,97,Arts,93,79.6,Sports Skills,Discipline,Menu Planning,Programming,Yes,Athlete
JAHNAVI BAJAJ,Female,19,79,91,Arts,128,59.3,Data Analysis,Analytical Skills,Art,Teaching,No,No suitable match
AMISHA,Male,20,76,75,Commerce,110,91.1,Determination,Physical Fitness,Subject Knowledge,Data Analysis,Yes,No suitable match
Harshita Nunia,Male,17,70,90,Biology,135,91.9,Analytical Skills,Creativity,Painting,Programming,Yes,Scientist/Researcher
SAKSHAM JAMWAL,Female,17,70,90,Arts,128,55.1,Coding,Food Presentation,Classroom Management,Cooking,No,Software Developer
KUNAL,Female,18,95,99,Commerce,121,60.7,Public Speaking,Data Analysis,Data Analysis,Determination,No,Teacher/Educator
MANISHA THAPA,Female,18,99,90,Arts,85,71.1,Analytical Skills,Attention to Detail,Coding,Problem Solving,No,No suitable match
RAHUL,Female,19,81,79,Commerce,104,90.3,Research,Medical Knowledge,Discipline,Teaching,Yes,Teacher/Educator
TAMANNA,Male,17,70,76,Commerce,118,85.2,Logical Thinking,Team Management,Team Management,Photography,Yes,Software Developer
AMULYA ASHISH,Male,17,94,78,Maths,92,67.3,Coding,Endurance,Cooking,Team Management,No,Software Developer
KUSHPREET KAUR,Male,18,92,94,Maths,103,63.6,Baking,Empathy,Sports Skills,Data Analysis,No,Scientist/Researcher
UDHAYVEER SINGH,Female,20,93,91,Maths,91,82.5,Baking,Physical Fitness,Painting,Empathy,Yes,Artist
ARYA SHANKAR MAHAPRASHASTA,Male,19,72,83,Maths,131,90.9,Baking,Programming,Team Management,Baking,Yes,Software Developer
AJAYBIR SINGH,Female,19,78,98,Maths,101,61.2,Music,Subject Knowledge,Leadership,Mathematics,No,Teacher/Educator
Ajay Kumar,Female,18,89,78,Commerce,120,81.0,Research,Subject Knowledge,Art,Logical Thinking,Yes,No suitable match
ARSHDEEP SINGH,Male,17,85,84,Biology,126,65.2,Baking,Cooking,Medical Knowledge,Menu Planning,No,Chef
RAGHAV SHARMA,Female,18,94,93,Biology,104,73.4,Sports Skills,Sculpting,Menu Planning,Research,No,Scientist/Researcher
RAJEEV KUMAR,Male,18,85,86,Commerce,133,57.9,Sports Skills,Team Management,Sculpting,Leadership,No,Software Developer
RIYA MASCARENHAS,Female,18,80,93,Biology,138,92.7,Endurance,Creativity,Public Speaking,Curriculum Development,Yes,Teacher/Educator
Tirupatee Balajee,Male,18,75,80,Commerce,111,88.3,Data Analysis,Analytical Skills,Attention to Detail,Food Presentation,Yes,Chef
RANDHIR SINGH,Female,20,94,80,Arts,95,70.9,Menu Planning,Team Management,Music,Curriculum Development,No,Artist
NEETU KAUR,Female,20,72,85,Arts,118,78.9,Public Speaking,Sports Skills,Data Analysis,Empathy,Yes,Teacher/Educator
RAHUL,Female,17,76,98,Maths,138,85.6,Data Analysis,Team Management,Curriculum Development,Public Speaking,Yes,Teacher/Educator
